id,observation_date,observation_time,pos,origin,destination,is_one_way,outbound_travel_stop_over,inbound_travel_stop_over,carrier,outbound_flight_no,inbound_flight_no,outbound_departure_date,outbound_departure_time,outbound_arrival_date,outbound_arrival_time,inbound_departure_date,inbound_departure_time,inbound_arrival_date,inbound_arrival_time,outbound_fare_basis,inbound_fare_basis,outbound_booking_class,inbound_booking_class,price_exc,price_inc,tax,currency,source,price_outbound,price_inbound,is_tax_inc_outin,search_class,outbound_fare_family,inbound_fare_family,outbound_seats,inbound_seats,los,outbound_flight_duration,inbound_flight_duration,outbound_marketing_carrier_list,inbound_marketing_carrier_list,outbound_operating_carrier_list,inbound_operating_carrier_list,reference
249,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA1669,AA0353",9/8/24,11:27,9/9/24,12:47,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
250,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA0353,AA1582","AA1675,AA0554",9/8/24,11:27,9/9/24,12:47,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
251,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA1641,AA0353",9/8/24,11:27,9/9/24,12:47,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
252,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA0353,AA1582","AA1641,AA1215",9/8/24,11:27,9/9/24,12:47,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1580,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
253,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2341","UA1549,UA1622",9/8/24,12:55,9/8/24,19:50,9/10/24,0:59,9/10/24,11:31,"VNA0X9BN,VNA0X9BN","GNA7X9BN,GNA7X9BN","N,N","N,N",6062,8721,2659,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,475,572,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
254,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2341","UA2377,UA1622",9/8/24,12:55,9/8/24,19:50,9/10/24,15:30,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,475,1141,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
255,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2341","UA1497,UA1622",9/8/24,12:55,9/8/24,19:50,9/10/24,17:39,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,475,1012,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
256,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2341","UA1680,UA1622",9/8/24,12:55,9/8/24,19:50,9/10/24,18:45,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,475,946,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
257,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA1972","UA1549,UA1622",9/8/24,12:55,9/8/24,22:00,9/10/24,0:59,9/10/24,11:31,"VNA0X9BN,VNA0X9BN","GNA7X9BN,GNA7X9BN","N,N","N,N",6062,8721,2659,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,605,572,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
258,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA1972","UA2377,UA1622",9/8/24,12:55,9/8/24,22:00,9/10/24,15:30,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,605,1141,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
259,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA1972","UA1497,UA1622",9/8/24,12:55,9/8/24,22:00,9/10/24,17:39,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,605,1012,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
260,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA1972","UA1680,UA1622",9/8/24,12:55,9/8/24,22:00,9/10/24,18:45,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,605,946,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
261,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2000","UA1549,UA1622",9/8/24,12:55,9/8/24,22:59,9/10/24,0:59,9/10/24,11:31,"VNA0X9BN,VNA0X9BN","GNA7X9BN,GNA7X9BN","N,N","N,N",6062,8721,2659,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,664,572,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
262,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2000","UA2377,UA1622",9/8/24,12:55,9/8/24,22:59,9/10/24,15:30,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,664,1141,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
263,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2000","UA1497,UA1622",9/8/24,12:55,9/8/24,22:59,9/10/24,17:39,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,664,1012,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
264,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2000","UA1680,UA1622",9/8/24,12:55,9/8/24,22:59,9/10/24,18:45,9/11/24,11:31,"VNA0X9BN,VNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",7365,10076,2711,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,664,946,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
265,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2431","UA1549,UA1622",9/8/24,12:55,9/9/24,7:30,9/10/24,0:59,9/10/24,11:31,"VNA0A9DN,VNA0A9DN","VNX3AUDN,VNX3AUDN","V,V","V,V",11620,14501,2881,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1175,572,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
266,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2431","UA2377,UA1622",9/8/24,12:55,9/9/24,7:30,9/10/24,15:30,9/11/24,11:31,"SNA0X9BN,SNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",5280,7908,2628,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,1175,1141,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
267,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2431","UA1497,UA1622",9/8/24,12:55,9/9/24,7:30,9/10/24,17:39,9/11/24,11:31,"SNA0X9BN,SNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",5280,7908,2628,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,1175,1012,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
268,12/13/23,16:02,MX,PVR,LAX,0,IAH,IAH,UA,"UA2263,UA2431","UA1680,UA1622",9/8/24,12:55,9/9/24,7:30,9/10/24,18:45,9/11/24,11:31,"SNA0X9BN,SNA0X9BN","TNA0B9BN,TNA0B9BN","N,N","N,N",5280,7908,2628,MXN,Expedia,,,0,E,"Basic Economy,Basic Economy","Basic Economy,Basic Economy","0,0","0,0",2,1175,946,"UA,UA","UA,UA","UA,UA","UA,UA",AS_TEST
269,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA0971,AA0353",9/8/24,13:27,9/8/24,21:54,9/10/24,0:55,9/10/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
270,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1641","AA0852,AA0554",9/8/24,13:27,9/8/24,21:54,9/10/24,6:05,9/10/24,12:22,"LNN0ADM1,LNN0ADM1","ONN7ADM1,ONN7ADM1","L,L","O,O",7625,10346,2721,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
271,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA1540,AA0353",9/8/24,13:27,9/8/24,21:54,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
272,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA2833,AA0353",9/8/24,13:27,9/8/24,21:54,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
273,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1641","AA0493,AA0554",9/8/24,13:27,9/8/24,21:54,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
274,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA1504,AA0353",9/8/24,13:27,9/8/24,21:54,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
275,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA1669,AA0353",9/8/24,13:27,9/8/24,21:54,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
276,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1641","AA1675,AA0554",9/8/24,13:27,9/8/24,21:54,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
277,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA1641,AA0353",9/8/24,13:27,9/8/24,21:54,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
278,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1641","AA1641,AA1215",9/8/24,13:27,9/8/24,21:54,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,567,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
279,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA0971,AA0353",9/8/24,13:27,9/9/24,7:24,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
280,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1639","AA0852,AA0554",9/8/24,13:27,9/9/24,7:24,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
281,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA1540,AA0353",9/8/24,13:27,9/9/24,7:24,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
282,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA2833,AA0353",9/8/24,13:27,9/9/24,7:24,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
283,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1639","AA0493,AA0554",9/8/24,13:27,9/9/24,7:24,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
284,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA1504,AA0353",9/8/24,13:27,9/9/24,7:24,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
285,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA1669,AA0353",9/8/24,13:27,9/9/24,7:24,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
286,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1639","AA1675,AA0554",9/8/24,13:27,9/9/24,7:24,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
287,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA1641,AA0353",9/8/24,13:27,9/9/24,7:24,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
288,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1639","AA1641,AA1215",9/8/24,13:27,9/9/24,7:24,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1137,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
289,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA0971,AA0353",9/8/24,13:27,9/9/24,8:23,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
290,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1660","AA0852,AA0554",9/8/24,13:27,9/9/24,8:23,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
291,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA1540,AA0353",9/8/24,13:27,9/9/24,8:23,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
292,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA2833,AA0353",9/8/24,13:27,9/9/24,8:23,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
293,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1660","AA0493,AA0554",9/8/24,13:27,9/9/24,8:23,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
294,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA1504,AA0353",9/8/24,13:27,9/9/24,8:23,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
295,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA1669,AA0353",9/8/24,13:27,9/9/24,8:23,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
296,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1660","AA1675,AA0554",9/8/24,13:27,9/9/24,8:23,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
297,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA1641,AA0353",9/8/24,13:27,9/9/24,8:23,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
298,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1660","AA1641,AA1215",9/8/24,13:27,9/9/24,8:23,9/10/24,23:59,9/11/24,12:01,"LNN0ADM1,LNN0ADM1","LNN0ADM1,LNN0ADM1","L,L","L,L",11950,14844,2894,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1196,662,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
299,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1994","AA0971,AA0353",9/8/24,13:27,9/9/24,9:35,9/10/24,0:55,9/10/24,10:07,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,492,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
300,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1994","AA0852,AA0554",9/8/24,13:27,9/9/24,9:35,9/10/24,6:05,9/10/24,12:22,"Y,Y","Y,Y","Y,Y","Y,Y",69510,74707,5197,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,317,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
301,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1994","AA1540,AA0353",9/8/24,13:27,9/9/24,9:35,9/10/24,15:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,1057,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
302,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1994","AA2833,AA0353",9/8/24,13:27,9/9/24,9:35,9/10/24,16:25,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,1002,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
303,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1994","AA0493,AA0554",9/8/24,13:27,9/9/24,9:35,9/10/24,16:35,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,1127,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
304,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1994","AA1504,AA0353",9/8/24,13:27,9/9/24,9:35,9/10/24,17:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,937,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
305,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1994","AA1669,AA0353",9/8/24,13:27,9/9/24,9:35,9/10/24,18:30,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,877,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
306,12/13/23,16:02,MX,PVR,LAX,0,DFW,PHX,AA,"AA1215,AA1994","AA1675,AA0554",9/8/24,13:27,9/9/24,9:35,9/10/24,19:25,9/11/24,12:22,"LNN0ADM1,LNN0ADM1","GNN0NDM1,GNN0NDM1","L,L","G,G",9136,11918,2782,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,957,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
307,12/13/23,16:02,MX,PVR,LAX,0,DFW,DFW,AA,"AA1215,AA1994","AA1641,AA0353",9/8/24,13:27,9/9/24,9:35,9/10/24,23:59,9/11/24,10:07,"LNN0ADM1,LNN0ADM1","VNN0ADM1,VNN0ADM1","L,L","V,V",10387,13219,2832,MXN,Expedia,,,0,E,ECONOMY,ECONOMY,"0,0","0,0",2,1268,548,"AA,AA","AA,AA","AA,AA","AA,AA",AS_TEST
